thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,regret_key.rt,regret_key.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,regret_rating,regret_rt,RegretRating.started,RegretRating.stopped,trials.regret_key.keys,ITI.started,blank_screen.started,blank_screen.stopped,ITI.stopped,fixcross.stopped,appleImage.stopped,tree1.stopped,tree2.stopped,tree3.stopped,regret_scale.started,regret_key.started,rtree1.started,rtree2.started,rtree3.started,trials.regret_key.rt,trials.regret_key.duration,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
9,0,9,right,0.8410187910776585,None,None,,,9,0,9,0,45.4034583340399,,,,,,,,,45.39125770912506,45.4034583340399,0.0013869581744074821,46.39080437505618,10,2,0.2,0.5,0.7,46.39112483407371,46.40441137505695,46.40441137505695,46.40441137505695,46.40441137505695,47.25681041716598,right,0.8410187910776585,None,right,0.8410187910776585,0.7,0,47.26976625015959,47.272925292141736,47.272925292141736,47.272925292141736,47.272925292141736,49.257949584163725,NA,NA,49.25847270898521,49.25850791716948,None,49.25858529214747,49.270667999982834,50.2690700001549,50.25823812512681,,,,,,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
10,0,10,up,0.38502320903353393,None,None,,,10,0,10,0,50.2690700001549,,,,,,,,,50.25866579217836,50.2690700001549,0.000133083900436759,51.255961375078186,11,2,0.2,0.5,0.7,51.25627700006589,51.27165683405474,51.27165683405474,51.27165683405474,51.27165683405474,51.65832899999805,up,0.38502320903353393,None,up,0.38502320903353393,0.5,1,51.670963500160724,51.6737130000256,51.6737130000256,51.6737130000256,51.6737130000256,53.6574101250153,NA,NA,53.65764550003223,53.65767162502743,None,53.6577286249958,53.67073054215871,54.6695924999658,54.65788191696629,51.27165683405474,53.67073054215871,53.67073054215871,53.67073054215871,53.67073054215871,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
11,0,11,up,0.6304440828971565,None,None,,,11,0,11,0,54.6695924999658,,,,,,,,,54.65835845912807,54.6695924999658,0.0006726670544594526,55.656359542161226,12,2,0.2,0.5,0.7,55.65655333409086,55.670917459065095,55.670917459065095,55.670917459065095,55.670917459065095,56.31141041708179,up,0.6304440828971565,None,up,0.6304440828971565,0.5,0,56.325711167184636,56.32897616713308,56.32897616713308,56.32897616713308,56.32897616713308,58.32374683418311,NA,NA,58.32411541696638,58.324145999969915,None,58.32421875,58.33669154206291,59.33777662506327,59.32229616702534,55.670917459065095,,,,,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
12,0,12,up,0.6411420409567654,None,None,,,12,0,12,0,59.33777662506327,,,,,,,,,59.32276250002906,59.33777662506327,0.013640707824379206,60.32480225013569,13,2,0.2,0.5,0.7,60.32524154195562,60.33691070904024,60.33691070904024,60.33691070904024,60.33691070904024,60.98002670914866,up,0.6411420409567654,None,up,0.6411420409567654,0.5,1,60.99182070908137,60.994441834045574,60.994441834045574,60.994441834045574,60.994441834045574,62.99020791705698,NA,NA,62.990679166978225,62.99070795904845,None,62.99077558401041,63.002380084013566,,63.990816459059715,,,,,,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
13,0,13,up,0.37502550007775426,None,None,,,13,0,13,0,64.00324995908886,,,,,,,,,63.99129258398898,64.00324995908886,0.0005650829989463091,64.98903258400969,14,2,0.2,0.5,0.7,64.9892514590174,65.00167145906016,65.00167145906016,65.00167145906016,65.00167145906016,65.37899545906112,up,0.37502550007775426,None,up,0.37502550007775426,0.5,1,65.39233258413151,65.39514845912345,65.39514845912345,65.39514845912345,65.39514845912345,67.39066891698167,NA,NA,67.3910128751304,67.39104270911776,None,67.39110875013284,67.4019792091567,68.40487120905891,68.39134100009687,65.00167145906016,,,,,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
14,0,14,up,0.8729890000540763,None,None,,,14,0,14,0,68.40487120905891,,,,,,,,,68.39177266717888,68.40487120905891,0.0007107078563421965,69.39078708412126,15,2,0.2,0.5,0.7,69.3910894591827,69.40397866698913,69.40397866698913,69.40397866698913,69.40397866698913,70.28462791698985,up,0.8729890000540763,None,up,0.8729890000540763,0.5,1,70.29615316702984,70.29886970901862,70.29886970901862,70.29886970901862,70.29886970901862,72.28249770915136,NA,NA,72.28283212496899,72.28286929195747,None,72.28294091718271,72.29790575010702,,73.28376500005834,69.40397866698913,72.29790575010702,72.29790575010702,72.29790575010702,72.29790575010702,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
15,0,15,up,0.588421416003257,None,None,,,15,0,15,0,73.29680604208261,,,,,,,,,73.28423324995674,73.29680604208261,0.0013423750642687082,74.28339912509546,16,2,0.2,0.5,0.7,74.28380075003952,74.29706662497483,74.29706662497483,74.29706662497483,74.29706662497483,74.89590933406726,up,0.588421416003257,None,up,0.588421416003257,0.5,1,74.90762016712688,74.91050674999133,74.91050674999133,74.91050674999133,74.91050674999133,76.89725566701964,NA,NA,76.89760866714641,76.89763975003734,None,76.89770783414133,76.91009416710585,,77.8980229170993,,,,,,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
16,0,16,up,0.6283485831227154,None,None,,,16,0,16,0,77.91030104202218,,,,,,,,,77.89851633412763,77.91030104202218,0.0008544998709112406,78.89743370912038,17,2,0.2,0.5,0.7,78.89772929204628,78.90877858409658,78.90877858409658,78.90877858409658,78.90877858409658,79.53910195897333,up,0.6283485831227154,None,up,0.6283485831227154,0.5,0,79.5525630840566,79.55625266698189,79.55625266698189,79.55625266698189,79.55625266698189,81.55090599996038,NA,NA,81.55126995895989,81.5513009170536,None,81.55137254204601,81.56284958403558,82.56362175010145,82.55049595911987,78.90877858409658,,,,,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
17,0,17,up,0.4978121251333505,None,None,,,17,0,17,0,82.56362175010145,,,,,,,,,82.55092504201457,82.56362175010145,-0.00039841700345277786,83.55104491696693,18,2,0.2,0.5,0.7,83.55144612514414,83.56341275013983,83.56341275013983,83.56341275013983,83.56341275013983,84.07046787510626,up,0.4978121251333505,None,up,0.4978121251333505,0.5,0,84.08381458418444,84.08765379199758,84.08765379199758,84.08765379199758,84.08765379199758,86.07110966718756,NA,NA,86.07142979209311,86.07146058417857,None,86.07153100008145,86.08452462498099,87.08220795914531,87.0706717921421,83.56341275013983,,,,,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
18,0,18,up,0.3739649588242173,None,None,,,18,0,18,0,87.08220795914531,,,,,,,,,87.07115533412434,87.08220795914531,-0.0003292919136583805,88.07142375013791,19,2,0.2,0.5,0.7,88.07174958405085,88.08415058418177,88.08415058418177,88.08415058418177,88.08415058418177,88.45978662511334,up,0.3739649588242173,None,up,0.3739649588242173,0.5,0,88.47257216717117,88.47531379200518,88.47531379200518,88.47531379200518,88.47531379200518,90.47150433412753,NA,NA,90.47189041716047,90.47193291713484,None,90.47200791700743,90.4842146250885,91.48326091701165,91.47130008414388,88.08415058418177,,,,,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
19,0,19,left,0.46697750012390316,None,None,,,19,0,19,0,91.48326091701165,,,,,,,,,91.47176070907153,91.48326091701165,-0.00019970815628767014,92.47201879206114,20,2,0.2,0.5,0.7,92.47233325010166,92.48280579200946,92.48280579200946,92.48280579200946,92.48280579200946,92.95183316711336,left,0.46697750012390316,None,left,0.46697750012390316,0.2,0,92.96526629198343,92.96790945902467,92.96790945902467,92.96790945902467,92.96790945902467,94.95170129206963,NA,NA,94.95201254216954,94.95204012515023,None,94.95211758418009,94.96339683397673,95.96376225003041,95.95033120899461,92.48280579200946,94.96339683397673,94.96339683397673,94.96339683397673,94.96339683397673,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
20,0,20,right,0.33301608287729323,None,None,,,20,0,20,0,95.96376225003041,,,,,,,,,95.95084158401005,95.96376225003041,0.011717625195160508,96.9507820000872,21,2,0.2,0.5,0.7,96.95111737516709,96.9631240000017,96.9631240000017,96.9631240000017,96.9631240000017,97.29843399999663,right,0.33301608287729323,None,right,0.33301608287729323,0.7,0,97.31180720916018,97.31447170907632,97.31447170907632,97.31447170907632,97.31447170907632,99.29788929200731,NA,NA,99.29821795900352,99.29824437503703,None,99.298309792066,99.31036170898005,100.30999262514524,100.29713083407842,96.9631240000017,99.31036170898005,99.31036170898005,99.31036170898005,99.31036170898005,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
21,0,21,left,0.6705060000531375,None,None,,,21,0,21,0,100.30999262514524,,,,,,,,,100.29756270907819,100.30999262514524,-0.0006987499073147774,101.29772699996829,22,2,0.2,0.5,0.7,101.29805908398703,101.31059266696684,101.31059266696684,101.31059266696684,101.31059266696684,101.99096120917238,left,0.6705060000531375,None,left,0.6705060000531375,0.2,0,102.00393733405508,102.00661229202524,102.00661229202524,102.00661229202524,102.00661229202524,104.0047199591063,NA,NA,104.00509066716768,104.00513216713443,None,104.00520074996166,104.01514558400959,105.01668691704981,105.0034357921686,101.31059266696684,,,,,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
22,0,22,up,0.42839683312922716,None,None,,,22,0,22,0,105.01668691704981,,,,,,,,,105.0037712501362,105.01668691704981,0.011557082878425717,106.00372954201885,23,2,0.2,0.5,0.7,106.00404833396897,106.01706429198384,106.01706429198384,106.01706429198384,106.01706429198384,106.4581758340355,up,0.42839683312922716,None,up,0.42839683312922716,0.5,1,106.47001079213805,106.4726394591853,106.4726394591853,106.4726394591853,106.4726394591853,108.45806662505493,NA,NA,108.45839758403599,108.45842649997212,None,108.45851054205559,108.47103745909408,109.47056462499313,109.45763091696426,106.01706429198384,108.47103745909408,108.47103745909408,108.47103745909408,108.47103745909408,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
23,0,23,up,0.36057283403351903,None,None,,,23,0,23,0,109.47056462499313,,,,,,,,,109.45811329199933,109.47056462499313,-0.0003491670358926058,110.45704162516631,24,2,0.2,0.5,0.7,110.45737370918505,110.46971712517552,110.46971712517552,110.46971712517552,110.46971712517552,110.83249325002544,up,0.36057283403351903,None,up,0.36057283403351903,0.5,0,110.84600087511353,110.84884887514636,110.84884887514636,110.84884887514636,110.84884887514636,112.8441691249609,NA,NA,112.84454483399168,112.84457429195754,None,112.84464291715994,112.85663412511349,113.85510391718708,113.84451233409345,110.46971712517552,,,,,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
24,0,24,right,0.2931110830977559,None,None,,,24,0,24,0,113.85510391718708,,,,,,,,,113.84493825002573,113.85510391718708,0.00034233415499329567,114.84440258401446,25,2,0.2,0.5,0.7,114.84469779208302,114.85653966711834,114.85653966711834,114.85653966711834,114.85653966711834,115.15096995909698,right,0.2931110830977559,None,right,0.2931110830977559,0.7,0,115.16422999999486,115.16715458407998,115.16715458407998,115.16715458407998,115.16715458407998,117.1508951249998,NA,NA,117.15119816712104,117.15122391702607,None,117.15130133414641,117.16342362505384,118.16352770896628,118.15074012498371,114.85653966711834,117.16342362505384,117.16342362505384,117.16342362505384,117.16342362505384,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
25,0,25,up,0.3779472908936441,None,None,,,25,0,25,0,118.16352770896628,,,,,,,,,118.15117708407342,118.16352770896628,-7.937499321997166e-05,119.15108662517741,26,2,0.2,0.5,0.7,119.15141945914365,119.16338537517004,119.16338537517004,119.16338537517004,119.16338537517004,119.55135929211974,up,0.3779472908936441,None,up,0.3779472908936441,0.5,0,119.56460187514313,119.56721508409828,119.56721508409828,119.56721508409828,119.56721508409828,121.5512465420179,NA,NA,121.55154720903374,121.551575666992,None,121.55163624999113,121.56443508411758,122.56305954209529,122.55062533402815,119.16338537517004,121.56443508411758,121.56443508411758,121.56443508411758,121.56443508411758,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
26,0,26,up,1.493800082942471,None,None,,,26,0,26,0,122.56305954209529,,,,,,,,,122.55107837496325,122.56305954209529,-0.0005147920455783606,123.55065866699442,27,2,0.2,0.5,0.7,123.55102804210037,123.56312025012448,123.56312025012448,123.56312025012448,123.56312025012448,125.05897887516767,up,1.493800082942471,None,up,1.493800082942471,0.5,0,125.07212275010534,125.07487424998544,125.07487424998544,125.07487424998544,125.07487424998544,127.07139837509021,NA,NA,127.07180754211731,127.07184824999422,None,127.07191825006157,127.08431166713126,128.08432804211043,128.0711676250212,123.56312025012448,,,,,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
27,0,27,up,0.38722445792518556,None,None,,,27,0,27,0,128.08432804211043,,,,,,,,,128.07159216701984,128.08432804211043,-0.0002783748786896467,129.07094620913267,28,2,0.2,0.5,0.7,129.0712641251739,129.08358008414507,129.08358008414507,129.08358008414507,129.08358008414507,129.47266383399256,up,0.38722445792518556,None,up,0.38722445792518556,0.5,1,129.4848088340368,129.4875672501512,129.4875672501512,129.4875672501512,129.4875672501512,131.47050566715188,NA,NA,131.4708135840483,131.47084800014272,None,131.47092908411287,131.48398295906372,,132.47109620901756,129.08358008414507,131.48398295906372,131.48398295906372,131.48398295906372,131.48398295906372,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
28,0,28,up,0.6147980000823736,None,None,,,28,0,28,0,132.48440212500282,,,,,,,,,132.47158854198642,132.48440212500282,0.0007071248255670071,133.46968391700648,29,2,0.2,0.5,0.7,133.46988329198211,133.48279237514362,133.48279237514362,133.48279237514362,133.48279237514362,134.09941887506284,up,0.6147980000823736,None,up,0.6147980000823736,0.5,1,134.11184300016612,134.11512941704132,134.11512941704132,134.11512941704132,134.11512941704132,136.11018904205412,NA,NA,136.1106232921593,136.11066591716371,None,136.1107405840885,136.12274025008082,137.12475825008005,137.10897083417512,133.48279237514362,,,,,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
29,0,29,up,0.2974731249269098,None,None,,,29,0,29,0,137.12475825008005,,,,,,,,,137.10942200012505,137.12475825008005,0.014091459102928638,138.11132825003006,30,2,0.2,0.5,0.7,138.11169612500817,138.1242103751283,138.1242103751283,138.1242103751283,138.1242103751283,138.43128650006838,up,0.2974731249269098,None,up,0.2974731249269098,0.5,1,138.44349470897578,138.4462353750132,138.4462353750132,138.4462353750132,138.4462353750132,140.43079695897177,NA,NA,140.43112670909613,140.4311537090689,None,140.43122033402324,140.44433991704136,141.44378608418629,141.43135025002994,,140.44433991704136,140.44433991704136,140.44433991704136,140.44433991704136,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
30,0,30,up,0.3074996671639383,None,None,,,30,0,30,0,141.44378608418629,,,,,,,,,141.43178337509744,141.44378608418629,0.0006107499357312918,142.43103300011717,31,2,0.2,0.5,0.7,142.43135075015016,142.44347741710953,142.44347741710953,142.44347741710953,142.44347741710953,142.75298787513748,up,0.3074996671639383,None,up,0.3074996671639383,0.5,1,142.76505316700786,142.76764625008218,142.76764625008218,142.76764625008218,142.76764625008218,144.75186058413237,NA,NA,144.7521697920747,144.7521964169573,None,144.75226066703908,144.7631787089631,145.76405858411454,145.7513635000214,142.44347741710953,144.7631787089631,144.7631787089631,144.7631787089631,144.7631787089631,,,,,,,,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
31,0,31,up,0.38709020777605474,None,2,2.2202583749312907,None,31,0,31,0,145.76405858411454,,,,,,,,,145.75183220906183,145.76405858411454,-0.00038187485188245773,146.75059966696426,32,2,0.2,0.5,0.7,146.75091695901938,146.76321754208766,146.76321754208766,146.76321754208766,146.76321754208766,147.1523767921608,up,0.38709020777605474,None,up,0.38709020777605474,0.5,0,147.16595979197882,147.16860829200596,147.16860829200596,147.16860829200596,147.16860829200596,149.16309520904906,2,2.2202583749312907,149.17074533412233,151.4038039171137,2,151.40389729198068,151.4183136250358,152.41812629206106,152.40225825016387,146.76321754208766,,,,,149.17730662506074,149.17730662506074,149.17730662506074,149.17730662506074,149.17730662506074,2.2202583749312907,None,,,,33604,001,2025-11-03_14h24.38.158,regret_experiment,,2025.1.1,74.62303713747534,2,0.2,0.5,0.7,2025-11-03 14h24.47.792096 -0800,
