thisN,thisTrialN,thisRepN,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,regret_key.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,begin_exp.started,begin.started,advance_key.started,begin_exp.stopped,advance_key.keys,advance_key.rt,advance_key.duration,Fixation.started,fixcross.started,etRecord.started,Fixation.stopped,trial_num,participant_cond,prob_left,prob_up,prob_right,Choice.started,tree1_img.started,tree2_img.started,tree3_img.started,key_resp_1.started,Choice.stopped,trials.key_resp_1.keys,trials.key_resp_1.rt,trials.key_resp_1.duration,choice_key,choice_rt,choice_prob,points,Feedback.started,appleImage.started,tree1.started,tree2.started,tree3.started,Feedback.stopped,regret_rating,regret_rt,RegretRating.started,RegretRating.stopped,trials.regret_key.keys,ITI.started,blank_screen.started,blank_screen.stopped,ITI.stopped,fixcross.stopped,avg_regret,EndScreen.started,end_display.started,participant,session,date,expName,psychopyVersion,frameRate,participant_cond,prob_left,prob_up,prob_right,expStart,
9,0,9,left,0.35636045900173485,None,None,9,0,9,0,65.44995316601126,,,,,,,,,65.4453577910026,65.44995316601126,-0.0008610420045442879,66.43552670799545,10,0,0.7,0.5,0.2,66.43609475000994,66.44480066600954,66.44480066600954,66.44480066600954,66.44480066600954,66.81241975000012,left,0.35636045900173485,None,left,0.35636045900173485,0.7,0,66.8257312909991,66.83440958301071,66.83440958301071,66.83440958301071,66.83440958301071,68.81694487499772,NA,NA,68.81747091599391,68.81752004098962,None,68.8175678330008,68.82737404099316,69.81814837499405,69.8118620000023,66.44480066600954,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
10,0,10,up,0.3697680000041146,None,None,10,0,10,0,69.81814837499405,,,,,,,,,69.81256166601088,69.81814837499405,0.0007317910203710198,70.81105899999966,11,0,0.7,0.5,0.2,70.81129529100144,70.81681745799142,70.81681745799142,70.81681745799142,70.81681745799142,71.19585774998995,up,0.3697680000041146,None,up,0.3697680000041146,0.5,1,71.2127997080097,71.22211287499522,71.22211287499522,71.22211287499522,71.22211287499522,73.1994705410034,NA,NA,73.19998337500147,73.20003291600733,None,73.20008258300368,73.20973766600946,74.20030845800648,74.1940022080089,70.81681745799142,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
11,0,11,left,0.32994679201510735,None,None,11,0,11,0,74.20030845800648,,,,,,,,,74.19453562499257,74.20030845800648,0.0003438749990891665,75.19394241599366,12,0,0.7,0.5,0.2,75.1941693330009,75.19889212501585,75.19889212501585,75.19889212501585,75.19889212501585,75.5365978750051,left,0.32994679201510735,None,left,0.32994679201510735,0.7,1,75.54903833300341,75.55621775001055,75.55621775001055,75.55621775001055,75.55621775001055,77.54409866599599,NA,NA,77.544536625006,77.54457154101692,None,77.54463670801488,77.54925304101198,78.54517612501513,78.53410529100802,75.19889212501585,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
12,0,12,up,0.36989600001834333,None,None,12,0,12,0,78.54517612501513,,,,,,,,,78.5344188750023,78.54517612501513,0.0006461669981945306,79.53282045800006,13,0,0.7,0.5,0.2,79.53309262500261,79.54411495800014,79.54411495800014,79.54411495800014,79.54411495800014,79.91874074999942,up,0.36989600001834333,None,up,0.36989600001834333,0.5,1,79.93562145798933,79.94547854099073,79.94547854099073,79.94547854099073,79.94547854099073,81.92675583300297,NA,NA,81.92717662500218,81.92722737501026,None,81.92728870801511,81.9317219160148,82.92714287500712,82.91596479099826,79.54411495800014,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
13,0,13,right,0.3490081669879146,None,None,13,0,13,0,82.92714287500712,,,,,,,,,82.91633470801753,82.92714287500712,-5.0834001740440726e-05,83.9103715410165,14,0,0.7,0.5,0.2,83.91067279101117,83.9159750000108,83.9159750000108,83.9159750000108,83.9159750000108,84.26863887501531,right,0.3490081669879146,None,right,0.3490081669879146,0.2,1,84.28402900000219,84.2917479579919,84.2917479579919,84.2917479579919,84.2917479579919,86.27708550001262,NA,NA,86.27788404101739,86.27798841599724,None,86.27810262501589,86.28362595799263,87.28288733301451,87.27729629099485,83.9159750000108,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
14,0,14,right,0.5132224999833852,None,None,14,0,14,0,87.28288733301451,,,,,,,,,87.27766745799454,87.28288733301451,-0.0003788339963648468,88.27619045801111,15,0,0.7,0.5,0.2,88.27643629099475,88.28135800000746,88.28135800000746,88.28135800000746,88.28135800000746,88.80033754100441,right,0.5132224999833852,None,right,0.5132224999833852,0.2,1,88.81374800001504,88.82113050000044,88.82113050000044,88.82113050000044,88.82113050000044,90.81043195800157,NA,NA,90.81080416601617,90.8108392500144,None,90.81088800000725,90.81662795800366,91.8176147500053,91.81101858301554,88.28135800000746,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
15,0,15,up,0.3845657080237288,None,None,15,0,15,0,91.8176147500053,,,,,,,,,91.81177808300708,91.8176147500053,0.0009500000160187483,92.81034966598963,16,0,0.7,0.5,0.2,92.8105967080046,92.81575533299474,92.81575533299474,92.81575533299474,92.81575533299474,93.21086320799077,up,0.3845657080237288,None,up,0.3845657080237288,0.5,1,93.22299800001201,93.2297717499896,93.2297717499896,93.2297717499896,93.2297717499896,95.21509562499705,NA,NA,95.21561524999561,95.21564891599701,None,95.21569812501548,95.2259100000083,96.21483612500015,96.20983974999399,92.81575533299474,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
16,0,16,left,0.6891478750039823,None,None,16,0,16,0,96.21483612500015,,,,,,,,,96.21020116601721,96.21483612500015,-0.0007494580058846623,97.1983725829923,17,0,0.7,0.5,0.2,97.19861983301234,97.21515004101093,97.21515004101093,97.21515004101093,97.21515004101093,97.91098887499538,left,0.6891478750039823,None,left,0.6891478750039823,0.7,0,97.9248545000155,97.93187358300202,97.93187358300202,97.93187358300202,97.93187358300202,99.91463233300601,NA,NA,99.91520358299022,99.91525183300837,None,99.91530212500948,99.92622037499677,100.91489479099982,100.9099373749923,97.2097657500126,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
17,0,17,right,0.29620983300264925,None,None,17,0,17,0,100.91489479099982,,,,,,,,,100.91024175001075,100.91489479099982,-0.00021670799469575286,101.89817374999984,18,0,0.7,0.5,0.2,101.89844454100239,101.91485320799984,101.91485320799984,101.91485320799984,101.91485320799984,102.21569075001753,right,0.29620983300264925,None,right,0.29620983300264925,0.2,0,102.2301522080088,102.23857233300805,102.23857233300805,102.23857233300805,102.23857233300805,104.22663083299994,NA,NA,104.22758091599098,104.2276996250148,None,104.22782683299738,104.23362579100649,105.23313245800091,105.2264147910173,101.90945633299998,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
18,0,18,left,0.27314154198393226,None,None,18,0,18,0,105.23313245800091,,,,,,,,,105.22700275000534,105.23313245800091,-0.0007278330158442259,106.22599554099725,19,0,0.7,0.5,0.2,106.22627320801257,106.23134033300448,106.23134033300448,106.23134033300448,106.23134033300448,106.51075387501623,left,0.27314154198393226,None,left,0.27314154198393226,0.7,1,106.52629370801151,106.53357537501142,106.53357537501142,106.53357537501142,106.53357537501142,108.51591491600266,NA,NA,108.51648266598932,108.51651766599389,None,108.51656666601775,108.52594058300019,109.52545383299002,109.51407974999165,106.23134033300448,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
19,0,19,up,0.4746691249893047,None,None,19,0,19,0,109.52545383299002,,,,,,,,,109.51440854099928,109.52545383299002,0.00896412500878796,110.5130457500054,20,0,0.7,0.5,0.2,110.51330241601681,110.52593591599725,110.52593591599725,110.52593591599725,110.52593591599725,111.01060112501727,up,0.4746691249893047,None,up,0.4746691249893047,0.5,0,111.02499995799735,111.0329441250069,111.0329441250069,111.0329441250069,111.0329441250069,113.01433129099314,NA,NA,113.0149096660025,113.01495375001105,None,113.01503329101251,113.02562945801765,114.01620916600223,114.01001466601156,110.52593591599725,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
20,0,20,left,0.6174245830043219,None,None,20,0,20,0,114.01620916600223,,,,,,,,,114.01085479100584,114.01620916600223,0.0013066669926047325,115.00900954101235,21,0,0.7,0.5,0.2,115.00939391599968,115.01448954100488,115.01448954100488,115.01448954100488,115.01448954100488,115.6433708750119,left,0.6174245830043219,None,left,0.6174245830043219,0.7,1,115.65515825001057,115.66291858299519,115.66291858299519,115.66291858299519,115.66291858299519,117.64694058301393,NA,NA,117.64763491600752,117.64772974999505,None,117.64784358299221,117.6581446659984,118.64760450000176,118.64258183300262,115.01448954100488,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
21,0,21,left,0.3687627920007799,None,None,21,0,21,0,118.64760450000176,,,,,,,,,118.64289462499437,118.64760450000176,-0.000106791005237028,119.63192004099255,22,0,0.7,0.5,0.2,119.6321636660141,119.64167874999112,119.64167874999112,119.64167874999112,119.64167874999112,120.01566100001219,left,0.3687627920007799,None,left,0.3687627920007799,0.7,1,120.02871054099523,120.03572220800561,120.03572220800561,120.03572220800561,120.03572220800561,122.02482854100526,NA,NA,122.02531045800424,122.02534991601715,None,122.02540099999169,122.02989287499804,123.02528116601752,123.01530462500523,119.64167874999112,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
22,0,22,left,0.4289908749924507,None,None,22,0,22,0,123.02528116601752,,,,,,,,,123.01562454100349,123.02528116601752,-4.562499816529453e-05,124.01417295800638,23,0,0.7,0.5,0.2,124.01441400000476,124.02515829101321,124.02515829101321,124.02515829101321,124.02515829101321,124.46087091599475,left,0.4289908749924507,None,left,0.4289908749924507,0.7,0,124.47413616601261,124.48101462499471,124.48101462499471,124.48101462499471,124.48101462499471,126.46469508300652,NA,NA,126.46522362501128,126.4652684580069,None,126.46531937501277,126.47439004099579,127.46351425000466,127.45867641599034,124.02515829101321,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
23,0,23,right,0.09731308399932459,None,None,23,0,23,0,127.46351425000466,,,,,,,,,127.4589957910066,127.46351425000466,0.008431041002040729,128.4466995410039,24,0,0.7,0.5,0.2,128.44692350001424,128.46318033299758,128.46318033299758,128.46318033299758,128.46318033299758,128.56455879099667,right,0.09731308399932459,None,right,0.09731308399932459,0.2,0,128.57753037501243,128.58429762499873,128.58429762499873,128.58429762499873,128.58429762499873,130.57526341601624,NA,NA,130.57596300001023,130.5760541250056,None,130.57616470800713,130.58159187500132,131.58074299999862,131.57521608300158,128.45763233301113,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
24,0,24,up,0.4562072080152575,None,None,24,0,24,0,131.58074299999862,,,,,,,,,131.57553816601285,131.58074299999862,-0.0005710830155294389,132.57635895800195,25,0,0.7,0.5,0.2,132.57668062500306,132.581757958018,132.581757958018,132.581757958018,132.581757958018,133.04297154099913,up,0.4562072080152575,None,up,0.4562072080152575,0.5,0,133.05606224999065,133.06157695801812,133.06157695801812,133.06157695801812,133.06157695801812,135.04817483300576,NA,NA,135.04875225000433,135.04880658301408,None,135.04890754100052,135.05734304100042,136.0484866249899,136.0423866659985,132.581757958018,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
25,0,25,up,0.47729149999213405,None,None,25,0,25,0,136.0484866249899,,,,,,,,,136.04327154101338,136.0484866249899,-0.0002817919885274023,137.04161454099813,26,0,0.7,0.5,0.2,137.04190745801316,137.04976758299745,137.04976758299745,137.04976758299745,137.04976758299745,137.5351487910084,up,0.47729149999213405,None,up,0.47729149999213405,0.5,1,137.55008395799086,137.56119641600526,137.56119641600526,137.56119641600526,137.56119641600526,139.53998741600662,NA,NA,139.54063695800141,139.5406906660064,None,139.54075350001222,139.54540037500556,140.5404480000143,140.5304725000169,137.04976758299745,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
26,0,26,left,0.29908716698992066,None,None,26,0,26,0,140.5404480000143,,,,,,,,,140.53088166599628,140.5404480000143,-0.0002228330122306943,141.52381033299025,27,0,0.7,0.5,0.2,141.52412254101364,141.53040154100745,141.53040154100745,141.53040154100745,141.53040154100745,141.83425533300033,left,0.29908716698992066,None,left,0.29908716698992066,0.7,1,141.85531679101405,141.8642965000181,141.8642965000181,141.8642965000181,141.8642965000181,143.84043537499383,NA,NA,143.8408548750158,143.84088912501466,None,143.84094691599603,143.8455921249988,144.8407797079999,144.83084329101257,141.53040154100745,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
27,0,27,up,0.42841629197937436,None,None,27,0,27,0,144.8407797079999,,,,,,,,,144.83117237500846,144.8407797079999,-8.58750136103481e-05,145.82886125001824,28,0,0.7,0.5,0.2,145.82915595799568,145.84069929100224,145.84069929100224,145.84069929100224,145.84069929100224,146.2752211659972,up,0.42841629197937436,None,up,0.42841629197937436,0.5,1,146.2879850830068,146.2946186659974,146.2946186659974,146.2946186659974,146.2946186659974,148.28095683301217,NA,NA,148.281497916003,148.2815312909952,None,148.28157904100954,148.29022354100016,149.27969804100576,149.27462087501772,145.84069929100224,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
28,0,28,left,0.7429126249917317,None,None,28,0,28,0,149.27969804100576,,,,,,,,,149.27494620799553,149.27969804100576,0.009060082986252382,150.26359020799282,29,0,0.7,0.5,0.2,150.26383974999771,150.2785757080128,150.2785757080128,150.2785757080128,150.2785757080128,151.0247932909988,left,0.7429126249917317,None,left,0.7429126249917317,0.7,1,151.0368160410144,151.0433133750048,151.0433133750048,151.0433133750048,151.0433133750048,153.03096187501797,NA,NA,153.0315419580147,153.0315907910117,None,153.03167845800635,153.03986608301057,154.0303610409901,154.02407808299176,150.27269929100294,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
29,0,29,right,0.3899157499836292,None,None,29,0,29,0,154.0303610409901,,,,,,,,,154.02476395800477,154.0303610409901,0.008826292003504932,155.0245270410087,30,0,0.7,0.5,0.2,155.02525720800622,155.03095874999417,155.03095874999417,155.03095874999417,155.03095874999417,155.42473200001405,right,0.3899157499836292,None,right,0.3899157499836292,0.2,0,155.43853400001535,155.44559124999796,155.44559124999796,155.44559124999796,155.44559124999796,157.42908604099648,NA,NA,157.42966920800973,157.42970870799036,None,157.42976533301407,157.44067041599192,158.44016304099932,158.42818770799204,155.03095874999417,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
30,0,30,up,0.5509596659976523,None,None,30,0,30,0,158.44016304099932,,,,,,,,,158.42856895801378,158.44016304099932,0.010477583011379465,159.4246448329941,31,0,0.7,0.5,0.2,159.4249539579905,159.4301206660166,159.4301206660166,159.4301206660166,159.4301206660166,159.99124999999185,up,0.5509596659976523,None,up,0.5509596659976523,0.5,1,160.00378954099142,160.01054812499206,160.01054812499206,160.01054812499206,160.01054812499206,161.99522400001297,NA,NA,161.99572283300222,161.99575945799006,None,161.99581141601084,162.00681779099978,162.99601800000528,162.99059649999253,159.4301206660166,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
31,0,31,left,0.054509124980540946,None,None,31,0,31,0,162.99601800000528,,,,,,,,,162.99093674999312,162.99601800000528,0.00033054198138415813,163.97900687501533,32,0,0.7,0.5,0.2,163.97925170799135,163.99042920800275,163.99042920800275,163.99042920800275,163.99042920800275,164.04661370799295,left,0.054509124980540946,None,left,0.054509124980540946,0.7,0,164.0600937080162,164.0673294159933,164.0673294159933,164.0673294159933,164.0673294159933,166.0469640000083,NA,NA,166.04750354099087,166.04754795800545,None,166.0475945410144,166.05601895801374,167.0460922080092,167.04053204099182,163.99042920800275,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
32,0,32,right,0.1444189999892842,None,None,32,0,32,0,167.0460922080092,,,,,,,,,167.04110183299053,167.0460922080092,0.009069041989278048,168.04035825000028,33,0,0.7,0.5,0.2,168.04064645801554,168.04669254101464,168.04669254101464,168.04669254101464,168.04669254101464,168.1981727500097,right,0.1444189999892842,None,right,0.1444189999892842,0.2,0,168.21248950000154,168.21977804100607,168.21977804100607,168.21977804100607,168.21977804100607,170.20633629101212,NA,NA,170.20728758300538,170.20739970801515,None,170.20756741601508,170.21281283299322,171.4447715000133,171.20661220801412,168.04669254101464,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
33,0,33,up,0.4707033330050763,None,None,33,0,33,0,171.4447715000133,,,,,,,,,171.2069555830094,171.4447715000133,-0.0005138329870533198,172.21017058301368,34,0,0.7,0.5,0.2,172.21071379099158,172.22295087500243,172.22295087500243,172.22295087500243,172.22295087500243,172.69683600001736,up,0.4707033330050763,None,up,0.4707033330050763,0.5,0,172.71091374999378,172.72097437499906,172.72097437499906,172.72097437499906,172.72097437499906,174.706537666003,NA,NA,174.70696725000744,174.70701124999323,None,174.70706470799632,174.71482749999268,175.71191608300433,175.70613237499492,,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
34,0,34,left,0.4632188339892309,None,None,34,0,34,0,175.71191608300433,,,,,,,,,175.7069094160106,175.71191608300433,-0.00011604200699366629,176.70674583301297,35,0,0.7,0.5,0.2,176.70724441600032,176.71272966600372,176.71272966600372,176.71272966600372,176.71272966600372,177.17943454100168,left,0.4632188339892309,None,left,0.4632188339892309,0.7,0,177.19333437501336,177.20047866599634,177.20047866599634,177.20047866599634,177.20047866599634,179.17981129101827,NA,NA,179.18034741599695,179.1803819159977,None,179.18044045800343,179.189184457995,180.17788000000292,180.17292333301157,176.71272966600372,,,,34054,001,2025-11-07_12h26.41.707,regret_experiment,2024.2.4,121.35909957429163,0,0.7,0.5,0.2,2025-11-07 12h29.53.644997 -0800,
